Vehicle Name,VIN,CampaignID,ManufacturerCampaign,Make,Model,Year
BUS B JOHNSTON DS 2011 INTERNATIONAL - MODEL 3000,4KAANAAN2BA254353,11V427000,11518,IC BUS,PC205,2011
BUS B JOHNSTON DS 2011 INTERNATIONAL - MODEL 3000,4KAANAAN2BA254353,11V291000,11506,IC BUS,PC205,2011
BUS B JOHNSTON DS 2011 INTERNATIONAL - MODEL 3000,4KAANAAN2BA254353,10V256000,10509,IC BUS,PC205,2011
BUS B JOHNSTON DS 2011 INTERNATIONAL - MODEL 3000,4KAANAAN2BA254353,10V103000,10505,IC BUS,PC205,2011
BUS C SIOUX CITY DS 2003 BLUE BIRD,1BDJNCP7X3F212204,02V302000,HYDRAULIC BRAKES RECALL,BLUE BIRD,SHELL COMMERCIAL SERIES,2003
CUBE 1 JOHNSTON DS 2023 CHEVY EXPRESS 3500 CUTAWAY,1HA3GSC73PN006879,24V839000,N242471620,CHEVROLET,EXPRESS,2023
CUBE 10 JOHNSTON DS 2013 CHEVROLET EXPRESS,1GB3G3BG0D1104948,18V267000,18146,CHEVROLET,EXPRESS,2013
CUBE 10 JOHNSTON DS 2013 CHEVROLET EXPRESS,1GB3G3BG0D1104948,14V500000,14321,CHEVROLET,EXPRESS,2013
CUBE 10 JOHNSTON DS 2013 CHEVROLET EXPRESS,1GB3G3BG0D1104948,14V117000,14082,CHEVROLET,EXPRESS,2013
CUBE 10 JOHNSTON DS 2013 CHEVROLET EXPRESS,1GB3G3BG0D1104948,13V544000,13365,CHEVROLET,EXPRESS,2013
CUBE 10 JOHNSTON DS 2013 CHEVROLET EXPRESS,1GB3G3BG0D1104948,13V010000,12332,CHEVROLET,EXPRESS,2013
CUBE 10 JOHNSTON DS 2013 CHEVROLET EXPRESS,1GB3G3BG0D1104948,13V225000,13139,CHEVROLET,EXPRESS,2013
CUBE 10 JOHNSTON DS 2013 CHEVROLET EXPRESS,1GB3G3BG0D1104948,13V001000,12331,CHEVROLET,EXPRESS,2013
CUBE 10 JOHNSTON DS 2013 CHEVROLET EXPRESS,1GB3G3BG0D1104948,13V147000,2013-1,CHEVROLET,EXPRESS,2013
CUBE 2 JOHNSTON DS 2023 CHEVY EXPRESS 3500 CUTAWAY,1HA3GSC76PN006777,24V839000,N242471620,CHEVROLET,EXPRESS,2023
CUBE 3 MASON CITY 2023 DS CHEVY EXPRESS,1GB0GRF79P1258420,24V839000,N242471620,CHEVROLET,EXPRESS,2023
CUBE 4 MITCHELL DS 2025 CHEVROLET EXPRESS,1HA3GSC78SN012153,25V087000,N242490780,CHEVROLET,EXPRESS,2025
CUBE 4 MITCHELL DS 2025 CHEVROLET EXPRESS,1HA3GSC78SN012153,25V299000,N252503580,CHEVROLET,EXPRESS,2025
CUBE 4 MITCHELL DS 2025 CHEVROLET EXPRESS,1HA3GSC78SN012153,26V127000,N252542620,CHEVROLET,EXPRESS,2025
CUBE 5 PELLA DS 2023 GMC SAVANNA,1HA3GSC79PN006868,24V839000,N242471620,CHEVROLET,EXPRESS,2023
CUBE 6 ABERDEEN DS 2021 CHEVY EXPRESS 3500,1HA3GTC74MN012787,21V115000,N212329050,CHEVROLET,EXPRESS,2021
CUBE 6 ABERDEEN DS 2021 CHEVY EXPRESS 3500,1HA3GTC74MN012787,21V189000,N202325160,CHEVROLET,EXPRESS,2021
CUBE 7 MASON CITY DS 2020 CHEVY EXPRESS 3500,1GB3GSCG9L1118841,21V115000,N212329050,CHEVROLET,EXPRESS,2020
CUBE 8 CEDAR FALLS DS 2020 CHEVY EXPRESS 3500,1HA3GTCG4LN008219,21V115000,N212329050,CHEVROLET,EXPRESS,2020
CUBE 9  FORT DODGE DS 2023 CHEVY EXPRESS 3500,1HA3GTC78PN000128,24V839000,N242471620,CHEVROLET,EXPRESS,2023
VAN 1 SIOUX CITY DS 2023 CHEVROLET EXPRESS 3500,1GAZGNFP1P1204596,24V839000,N242471620,CHEVROLET,EXPRESS,2023
VAN 2 YANKTON DS 2023 CHEVY EXPRESS 3500,1GAZGNFP2P1204655,24V839000,N242471620,CHEVROLET,EXPRESS,2023
VAN 3 SIOUX CITY DS 2023 CHEVY EXPRESS 3500,1GAZGNFP3P1204308,24V839000,N242471620,CHEVROLET,EXPRESS,2023
VAN 4 SIOUX CITY DS 2018 CHEVY EXPRESS 3500,1GAZGNFP0J1338149,18V655000,18299,CHEVROLET,EXPRESS,2018
VAN 4 SIOUX CITY DS 2018 CHEVY EXPRESS 3500,1GAZGNFP0J1338149,21V115000,N212329050,CHEVROLET,EXPRESS,2018
VAN 4 SIOUX CITY DS 2018 CHEVY EXPRESS 3500,1GAZGNFP0J1338149,19V428000,EQUIPMENT RECALL,CHEVROLET,EXPRESS,2018
VAN 4 SIOUX CITY DS 2018 CHEVY EXPRESS 3500,1GAZGNFP0J1338149,18V509000,RCDLR,CHEVROLET,EXPRESS,2018
VAN 4 SIOUX CITY DS 2018 CHEVY EXPRESS 3500,1GAZGNFP0J1338149,19V387000,N192218960,CHEVROLET,EXPRESS,2018
VAN 4 SIOUX CITY DS 2018 CHEVY EXPRESS 3500,1GAZGNFP0J1338149,18V267000,18146,CHEVROLET,EXPRESS,2018
